Date,Open,High,Low,Close,Volume
2024-06-20,80.12,81.02,78.51,80.03,1169042
2024-06-21,80.83,81.98,79.29,81.11,1010177
2024-06-24,82.15,83.74,80.28,81.79,298653
2024-06-25,83.41,83.62,81.46,83.17,1263730
2024-06-26,82.6,83.95,80.87,82.88,1502110
2024-06-27,84.65,85.77,84.03,84.22,1557828
2024-06-28,84.29,85.21,81.96,84.04,1820209
2024-07-01,85.77,87.52,84.97,85.53,877994
2024-07-02,85.6,86.32,83.7,85.51,1910838
2024-07-03,85.41,87.25,86.06,86.25,1744315
2024-07-04,88.12,87.97,87.54,87.78,663352
2024-07-05,87.37,88.92,86.83,87.59,402637
2024-07-08,88.61,88.46,87.11,87.83,927239
2024-07-09,89.76,89.55,86.97,89.19,863607
2024-07-10,89.22,90.27,89.03,89.06,1193866
2024-07-11,87.23,88.83,87.39,87.66,1208433
2024-07-12,89.39,90.09,89.68,89.92,1524975
2024-07-15,89.13,90.98,88.66,89.42,1068790
2024-07-16,89.56,91.0,88.13,89.6,299163
2024-07-17,90.48,91.28,90.61,90.85,1730753
2024-07-18,90.23,91.26,88.6,90.2,688552
2024-07-19,88.52,90.72,88.15,89.12,1945465
2024-07-22,90.25,90.58,87.39,89.4,323934
2024-07-23,86.79,88.34,87.31,87.48,1920677
2024-07-24,87.94,87.89,85.32,87.19,272922
2024-07-25,88.18,88.79,85.77,87.46,538968
2024-07-26,87.22,89.23,86.22,87.18,188501
2024-07-29,85.95,87.01,85.07,85.57,1439714
2024-07-30,87.11,87.38,86.39,87.22,1715567
2024-07-31,87.57,88.35,85.66,87.34,924735
2024-08-01,88.57,90.83,86.63,88.85,1864191
2024-08-02,88.23,88.79,88.04,88.58,1221568
2024-08-05,87.79,89.82,87.62,87.65,1297013
2024-08-06,87.94,90.03,87.52,87.94,1706296
2024-08-07,87.86,87.89,86.54,87.72,663920
2024-08-08,86.12,88.51,86.28,86.49,773104
2024-08-09,87.8,88.83,86.73,88.03,1821308
2024-08-12,86.65,89.23,86.34,87.38,1811830
2024-08-13,84.69,86.35,84.34,85.46,1955317
2024-08-14,86.4,87.79,85.63,86.83,1813492
2024-08-15,85.58,87.68,85.82,86.31,342006
2024-08-16,85.01,87.35,84.68,85.69,1665076
2024-08-19,84.4,83.95,82.45,83.88,878693
2024-08-20,84.85,86.91,84.05,85.64,1982522
2024-08-21,84.6,84.72,82.3,84.33,997333
2024-08-22,84.02,85.13,83.52,84.4,1152288
2024-08-23,85.96,86.07,83.69,85.33,1106572
2024-08-26,85.74,86.78,83.94,85.77,711300
2024-08-27,85.39,86.44,84.98,85.72,242541
2024-08-28,84.0,84.2,83.3,83.97,1801737
2024-08-29,82.97,83.47,82.65,83.17,1625084
2024-08-30,83.47,83.43,82.33,83.36,365100
2024-09-02,81.94,83.55,82.36,82.58,1575859
2024-09-03,83.61,84.77,82.66,82.79,1289108
2024-09-04,83.36,83.72,83.08,83.48,877373
2024-09-05,84.19,86.45,83.68,84.45,582640
2024-09-06,83.57,84.75,81.77,83.22,1733484
2024-09-09,85.19,86.78,85.38,85.42,1430357
2024-09-10,86.78,87.6,84.65,86.21,1140705
2024-09-11,86.14,88.0,84.5,86.22,1258180
2024-09-12,87.74,87.59,86.14,87.36,273025
2024-09-13,89.14,90.98,87.73,89.85,1000447
2024-09-16,88.91,89.84,88.25,88.3,468030
2024-09-17,88.49,89.36,87.16,88.07,495928
2024-09-18,85.08,87.35,84.62,85.57,1356477
2024-09-19,85.16,85.92,85.03,85.77,1831386
2024-09-20,85.84,87.65,85.08,86.16,867137
2024-09-23,86.95,87.28,84.05,86.13,494723
2024-09-24,85.04,86.27,84.63,85.46,1332619
2024-09-25,83.3,84.08,82.78,83.37,1755255
2024-09-26,82.96,85.05,82.53,83.75,1521805
2024-09-27,85.04,87.12,84.7,85.22,1750638
2024-09-30,84.74,85.67,82.98,84.62,1119453
2024-10-01,85.85,86.83,83.42,85.08,1528564
2024-10-02,83.52,84.33,81.74,83.49,366122
2024-10-03,84.49,84.16,82.63,83.95,761721
2024-10-04,83.65,83.7,83.25,83.57,840143
2024-10-07,82.05,82.92,82.45,82.81,1071461
2024-10-08,81.76,82.84,80.79,82.06,1865245
2024-10-09,81.8,82.37,80.84,81.68,1761163
2024-10-10,82.81,83.54,81.5,82.07,355598
2024-10-11,81.36,82.28,79.25,80.78,428300
2024-10-14,79.96,80.5,78.73,80.4,779517
2024-10-15,79.92,80.81,80.31,80.37,652413
2024-10-16,78.85,79.86,78.56,79.32,1268064
2024-10-17,81.72,82.15,81.0,81.04,1815274
2024-10-18,80.79,80.51,78.89,80.22,1928353
2024-10-21,80.02,79.85,78.99,79.58,1341845
2024-10-22,78.48,80.51,77.12,78.65,1692502
2024-10-23,80.37,81.98,78.88,80.36,1097884
2024-10-24,80.84,81.27,79.91,80.9,495821
2024-10-25,79.61,80.81,78.64,80.0,1096907
2024-10-28,81.08,81.79,79.38,81.07,1154656
2024-10-29,80.51,82.88,79.77,81.27,1510669
2024-10-30,80.93,82.57,79.56,81.53,517777
2024-10-31,81.83,81.46,80.6,81.2,799789
2024-11-01,80.89,81.97,79.46,80.48,791652
2024-11-04,80.69,81.61,78.98,80.81,1922935
2024-11-05,80.32,80.82,78.63,80.29,943495
2024-11-06,81.84,82.82,80.21,82.05,1534678
2024-11-07,81.2,81.82,80.03,80.81,1526541
2024-11-08,82.78,83.02,80.45,82.31,604533
2024-11-11,82.64,82.71,81.7,82.21,1186552
2024-11-12,82.88,83.33,80.49,82.51,1799175
2024-11-13,82.85,83.38,81.78,83.34,1002875
2024-11-14,82.45,84.32,82.49,82.72,1895723
2024-11-15,83.54,83.95,83.0,83.59,507470
2024-11-18,80.61,80.97,79.01,80.88,240902
2024-11-19,80.6,81.5,79.83,80.19,1793762
2024-11-20,79.04,80.84,78.3,79.31,1710594
2024-11-21,77.55,79.71,77.82,78.12,1985920
2024-11-22,77.77,78.89,77.15,77.93,1390847
2024-11-25,79.05,78.7,77.68,78.3,1879707
2024-11-26,78.54,80.43,78.96,78.97,1671203
2024-11-27,79.38,80.59,77.68,79.2,1704410
2024-11-28,78.47,79.06,77.84,78.58,1181368
2024-11-29,78.25,80.71,77.87,78.93,826492
2024-12-02,79.04,79.27,77.16,79.06,1875660
2024-12-03,80.28,81.92,77.99,79.96,921022
2024-12-04,80.73,82.45,78.93,80.71,1123756
2024-12-05,81.35,82.14,80.04,80.75,947617
2024-12-06,79.54,81.75,79.02,79.88,1173154
2024-12-09,78.61,80.7,78.39,79.27,993959
2024-12-10,79.44,79.12,76.84,78.75,191138
2024-12-11,78.27,79.33,77.42,78.46,1775891
2024-12-12,78.84,78.86,78.57,78.72,944348
2024-12-13,79.87,80.18,78.21,79.41,1218992
2024-12-16,79.08,80.83,78.62,79.36,364456
2024-12-17,79.73,80.16,78.95,79.39,106436
2024-12-18,78.95,80.19,79.1,79.53,566051
2024-12-19,78.72,80.23,78.1,79.05,1438713
2024-12-20,77.62,79.88,77.9,78.18,288469
2024-12-23,77.02,76.63,75.38,76.54,1826886
2024-12-24,75.49,76.64,75.7,75.91,508542
2024-12-25,76.68,76.65,74.9,76.35,488727
2024-12-26,76.38,77.03,74.35,75.71,444865
2024-12-27,75.54,75.7,73.71,75.5,126565
2024-12-30,75.99,77.19,75.54,75.93,1566430
2024-12-31,76.35,76.96,75.3,76.41,1762565
2025-01-01,75.17,75.81,73.98,75.43,1266909
2025-01-02,76.3,78.13,74.87,76.34,457579
2025-01-03,77.54,77.42,77.19,77.38,642028
2025-01-06,77.08,77.18,76.02,76.34,1004260
2025-01-07,76.25,75.63,74.75,75.59,1913257
2025-01-08,77.24,77.61,75.94,76.68,569967
2025-01-09,77.15,77.51,75.54,76.55,1490127
2025-01-10,74.47,75.12,73.39,74.52,934951
2025-01-13,73.51,73.52,73.13,73.28,665909
2025-01-14,73.65,73.76,71.47,73.07,966240
2025-01-15,71.9,73.26,71.0,72.05,235292
2025-01-16,72.36,73.1,70.53,71.7,1617506
2025-01-17,71.62,72.69,70.84,71.74,562273
2025-01-20,73.16,74.09,72.02,73.01,1478283
2025-01-21,73.07,73.12,71.88,72.76,229861
2025-01-22,74.36,74.23,72.12,73.7,1914687
2025-01-23,74.59,75.27,74.06,74.97,466728
2025-01-24,76.65,76.75,74.83,76.27,1777209
2025-01-27,76.57,76.97,74.98,76.54,1637999
2025-01-28,74.39,75.71,72.99,74.74,1938933
2025-01-29,75.58,76.22,74.71,75.16,1007992
2025-01-30,76.2,77.92,75.03,76.12,1482054
2025-01-31,76.29,76.42,75.34,76.05,804350
2025-02-03,77.37,78.9,77.12,77.65,450299
2025-02-04,78.43,80.06,77.83,78.46,941844
2025-02-05,79.19,80.11,77.95,79.0,414923
2025-02-06,79.89,80.55,78.82,80.04,1965884
2025-02-07,79.89,80.9,79.12,80.37,282868
2025-02-10,78.69,78.05,77.27,77.97,1219502
2025-02-11,77.53,78.1,76.53,77.51,1290281
2025-02-12,79.0,80.09,78.33,78.63,1122351
2025-02-13,77.74,77.97,77.64,77.88,1358153
2025-02-14,77.45,78.11,76.07,77.68,320743
2025-02-17,76.57,78.06,75.05,76.71,1154535
2025-02-18,78.22,79.89,77.64,78.36,645703
2025-02-19,80.02,80.86,78.55,79.95,1886334
2025-02-20,79.18,80.49,77.17,79.11,1547936
2025-02-21,79.26,80.03,79.04,79.26,1947777
2025-02-24,78.05,78.93,77.1,78.62,171356
2025-02-25,79.2,80.0,79.07,79.21,641753
2025-02-26,79.17,80.86,79.14,79.7,471302
2025-02-27,79.89,82.4,80.01,80.49,121193
2025-02-28,81.51,80.95,79.2,80.81,560418
2025-03-03,83.85,84.73,82.07,83.67,1389674
2025-03-04,82.9,83.32,81.65,82.64,539068
2025-03-05,80.8,81.99,79.28,80.96,1067106
2025-03-06,81.24,80.63,79.18,80.58,1786854
2025-03-07,79.29,79.69,77.73,79.07,1418140
2025-03-10,78.09,79.26,76.04,77.67,849795
2025-03-11,76.54,77.8,75.22,76.74,807690
2025-03-12,76.6,76.75,75.5,75.9,965898
2025-03-13,75.52,75.58,73.48,75.04,436378
2025-03-14,76.04,76.07,73.68,75.51,1304601
2025-03-17,74.57,75.78,74.36,75.06,791890
2025-03-18,74.57,76.47,74.87,74.91,1719494
2025-03-19,75.4,77.55,74.45,75.72,1537450
2025-03-20,74.69,75.85,73.38,75.03,1259975
2025-03-21,75.33,75.54,74.0,74.8,791984
2025-03-24,74.43,76.72,74.95,75.13,498870
2025-03-25,72.77,74.17,72.99,73.39,1574688
2025-03-26,70.98,72.28,70.63,71.3,1024177
2025-03-27,71.17,72.01,70.37,71.6,527025
2025-03-28,71.64,73.37,71.21,72.03,470831
2025-03-31,74.26,74.8,72.14,73.82,414261
2025-04-01,74.06,75.47,73.38,73.97,1576606
2025-04-02,73.96,76.16,74.19,74.7,535075
2025-04-03,74.43,74.94,74.47,74.54,1100620
2025-04-04,74.67,76.15,73.43,74.81,957938
2025-04-07,75.72,77.84,74.44,76.31,1201260
2025-04-08,74.64,75.02,73.54,74.38,1766594
2025-04-09,75.05,75.07,74.2,74.75,1748720
2025-04-10,77.02,76.69,76.28,76.68,957044
2025-04-11,77.29,77.81,75.39,76.94,129195
2025-04-14,77.7,79.17,77.03,78.48,910243
2025-04-15,78.6,78.97,76.94,77.89,1251767
2025-04-16,78.36,78.24,76.57,77.87,1159753
2025-04-17,78.54,79.58,77.64,77.91,1337538
2025-04-18,75.11,76.33,74.84,75.84,392743
2025-04-21,75.44,75.21,74.42,74.79,1328416
2025-04-22,74.27,74.7,73.04,73.81,447038
2025-04-23,75.05,75.48,74.13,74.55,1525995
2025-04-24,74.72,75.74,74.07,75.33,744266
2025-04-25,75.99,76.14,75.31,75.63,1448801
2025-04-28,77.09,76.71,75.0,76.39,190944
2025-04-29,76.52,77.62,75.38,76.25,874934
2025-04-30,77.46,78.84,75.83,77.35,1439565
2025-05-01,78.06,78.26,76.36,77.37,531053
2025-05-02,77.34,78.81,76.11,77.43,1611045
2025-05-05,77.34,78.61,75.77,77.19,1298481
2025-05-06,77.79,78.1,77.77,77.83,1216367
2025-05-07,78.12,79.32,75.82,77.45,771742
2025-05-08,77.7,79.97,77.94,78.36,1016657
2025-05-09,77.31,77.71,77.28,77.31,1234963
2025-05-12,76.59,76.66,74.43,76.3,997678
2025-05-13,77.38,77.17,76.35,76.93,1426795
2025-05-14,76.99,77.13,75.42,76.86,924024
2025-05-15,77.08,77.88,74.62,76.45,484319
2025-05-16,77.95,78.18,76.12,77.27,506474
2025-05-19,76.05,78.22,76.6,76.72,111027
2025-05-20,76.39,77.97,74.65,76.54,671819
2025-05-21,77.09,79.01,77.03,77.83,1522943
2025-05-22,79.01,80.64,78.29,79.28,1608909
2025-05-23,80.84,80.82,80.52,80.78,484688
2025-05-26,81.18,81.15,78.68,80.52,1922183
2025-05-27,82.28,83.01,81.06,81.71,1054565
2025-05-28,80.19,80.81,80.14,80.79,1842259
2025-05-29,79.27,79.99,79.26,79.92,1442854
2025-05-30,77.81,79.32,77.56,77.67,1472623
2025-06-02,79.29,80.6,78.89,79.24,261582
2025-06-03,78.06,78.95,76.55,78.43,517983
2025-06-04,78.95,79.67,77.28,78.32,116748
2025-06-05,78.13,79.0,76.3,77.47,1460642
2025-06-06,77.97,78.72,76.77,78.12,754432
2025-06-09,78.39,77.85,76.71,77.78,1594639
2025-06-10,76.39,78.36,75.39,76.57,743978
2025-06-11,77.34,77.64,75.89,76.98,1656734
2025-06-12,75.62,75.86,75.62,75.66,348326
2025-06-13,74.34,75.83,73.2,74.91,429408
2025-06-16,73.64,74.42,72.88,73.02,747665
2025-06-17,71.71,72.18,70.85,71.78,876126
2025-06-18,72.29,72.43,71.27,71.95,762535
2025-06-19,70.07,70.69,69.96,70.26,1550929
2025-06-20,68.35,70.72,67.91,69.01,284207
2025-06-23,68.47,69.36,68.04,69.02,767312
2025-06-24,68.57,69.57,67.57,68.58,1690755
2025-06-25,70.49,71.84,69.12,70.22,226914
2025-06-26,71.53,72.03,71.64,71.77,1890452
2025-06-27,71.31,72.75,70.73,71.03,1974002
2025-06-30,71.8,73.21,69.93,71.52,268279
2025-07-01,72.46,73.77,70.56,72.17,653417
2025-07-02,71.65,72.04,70.64,71.66,807561
2025-07-03,70.96,71.5,68.79,70.38,1575143
2025-07-04,70.35,71.71,69.7,70.37,1232260
2025-07-07,70.17,71.97,68.74,70.24,1324294
2025-07-08,69.46,70.2,69.05,69.88,1539268
2025-07-09,69.98,71.6,68.51,70.25,324160
2025-07-10,68.99,70.22,68.44,69.63,1683097
2025-07-11,68.85,68.97,68.12,68.67,1440677
2025-07-14,68.42,69.49,67.88,68.77,1196949
2025-07-15,68.82,70.46,69.05,69.09,1790497
2025-07-16,68.49,68.91,67.91,68.12,1430582
2025-07-17,68.65,69.82,67.79,68.89,483229
2025-07-18,67.08,69.11,65.82,67.43,916516
2025-07-21,66.53,67.64,66.71,66.97,1038681
2025-07-22,67.14,67.8,66.62,66.77,204913
2025-07-23,65.78,66.88,65.97,66.27,1913811
2025-07-24,65.77,66.48,64.39,65.83,344296
2025-07-25,67.32,68.48,67.31,67.31,1425176
2025-07-28,66.88,68.19,65.39,66.63,1061838
2025-07-29,68.77,69.52,68.12,68.59,148701
2025-07-30,69.39,70.28,68.8,68.96,1857020
2025-07-31,68.41,69.19,67.72,69.04,1718489
2025-08-01,69.16,69.81,69.28,69.44,1096090
2025-08-04,71.25,72.46,70.32,71.56,534990
2025-08-05,70.21,70.75,70.67,70.71,331083
2025-08-06,69.48,70.21,68.52,69.77,790445
2025-08-07,68.88,70.03,69.06,69.14,585313
2025-08-08,69.2,69.2,67.53,69.17,1062713
2025-08-11,67.97,68.2,67.26,67.75,1936177
2025-08-12,67.61,68.64,66.98,67.77,1192411
2025-08-13,69.46,70.15,68.26,69.16,1790869
2025-08-14,69.06,70.89,67.94,69.29,1336669
2025-08-15,68.76,70.16,68.54,69.05,1002968
2025-08-18,68.61,69.26,67.16,68.55,1723754
2025-08-19,68.63,70.9,68.52,69.29,995599
2025-08-20,68.03,69.96,67.33,68.61,1750393
2025-08-21,70.02,70.49,70.06,70.14,653995
2025-08-22,72.42,72.01,70.04,71.78,344744
2025-08-25,72.32,73.22,70.56,72.0,1725097
2025-08-26,71.41,73.01,70.64,72.0,1216088
2025-08-27,73.4,74.34,71.83,72.9,1789275
2025-08-28,74.2,75.22,72.44,73.86,1881871
2025-08-29,73.32,74.3,72.23,73.16,201893
2025-09-01,73.17,74.49,72.47,72.7,1051841
2025-09-02,71.42,72.51,71.04,71.56,812432
2025-09-03,71.51,72.11,71.15,71.91,1289130
2025-09-04,72.52,74.0,70.85,72.5,1607823
2025-09-05,71.4,71.78,70.78,71.33,633121
2025-09-08,71.0,72.33,69.47,70.95,1157916
2025-09-09,69.9,71.48,69.44,69.81,1446584
2025-09-10,69.68,70.26,67.77,69.06,355419
2025-09-11,70.08,70.56,68.51,69.52,1646727
2025-09-12,69.44,69.71,67.8,68.92,1251608
2025-09-15,69.09,69.31,68.44,68.68,1904121
2025-09-16,67.94,67.93,65.87,67.34,745104
2025-09-17,66.96,68.57,66.77,67.5,305477
2025-09-18,67.15,68.74,66.02,67.47,1062352
2025-09-19,66.88,68.02,66.4,66.89,263040
2025-09-22,67.2,67.07,66.58,66.74,1942100
2025-09-23,66.9,67.72,65.94,66.89,173501
2025-09-24,66.58,67.56,65.4,66.25,1531657
2025-09-25,64.61,65.85,64.96,65.08,1097694
2025-09-26,66.17,67.39,65.7,66.5,800379
2025-09-29,66.31,67.27,65.15,66.0,225100
2025-09-30,65.49,67.02,65.23,65.93,1282117
2025-10-01,66.53,67.41,66.21,66.73,1211918
2025-10-02,69.24,71.13,68.02,69.57,633678
2025-10-03,68.33,68.82,68.23,68.54,1829421
2025-10-06,69.2,70.63,67.94,68.91,677809
2025-10-07,68.15,68.53,66.75,68.33,954478
2025-10-08,67.98,67.93,67.54,67.9,1133148
2025-10-09,66.78,68.82,66.27,67.32,290440
2025-10-10,66.83,66.83,64.93,66.42,1871107
2025-10-13,66.22,67.6,65.78,66.39,811618
2025-10-14,65.41,66.54,65.02,65.22,253480
2025-10-15,66.27,67.39,65.78,65.97,835853
2025-10-16,65.64,67.66,65.95,66.02,1240384
2025-10-17,66.87,66.85,66.14,66.36,1075940
2025-10-20,66.15,67.17,64.35,66.0,1419629
2025-10-21,65.62,65.9,64.69,65.71,205419
2025-10-22,65.53,66.62,65.65,65.95,640627
2025-10-23,65.61,66.41,64.0,65.03,1656538
2025-10-24,65.09,65.36,64.11,64.76,251798
2025-10-27,63.73,65.05,63.47,64.1,1725423
2025-10-28,63.21,64.22,62.41,63.42,274602
2025-10-29,62.2,62.82,61.67,61.82,1685463
2025-10-30,63.07,64.35,62.04,62.82,785497
2025-10-31,62.64,62.4,61.48,62.31,1263197
2025-11-03,63.11,64.09,63.18,63.18,390485
2025-11-04,64.28,65.38,63.19,64.0,225720
2025-11-05,62.88,63.78,61.73,63.02,510282
2025-11-06,61.84,62.32,61.44,62.2,342922
2025-11-07,64.29,65.02,63.82,64.12,693571
2025-11-10,66.09,66.01,65.1,65.47,1077328
2025-11-11,65.2,65.7,65.1,65.45,1218642
2025-11-12,65.61,67.05,65.18,65.66,1600749
2025-11-13,65.4,66.02,63.95,65.17,1346855
2025-11-14,65.57,67.05,65.29,65.52,1256640
2025-11-17,65.41,66.27,64.79,64.96,882385
2025-11-18,63.71,64.48,62.1,63.38,1000236
2025-11-19,61.83,62.39,61.02,62.38,887589
2025-11-20,63.03,63.08,62.37,62.41,1700115
2025-11-21,61.88,61.87,61.37,61.57,537000
2025-11-24,61.97,62.92,61.36,61.52,110869
2025-11-25,60.91,61.0,60.56,60.73,1337507
2025-11-26,60.6,60.6,59.48,60.17,484678
2025-11-27,60.32,61.58,60.25,60.79,1791218
2025-11-28,60.79,61.38,60.29,60.98,1732188
2025-12-01,61.44,61.3,59.53,60.98,245782
2025-12-02,61.26,62.55,61.24,61.63,302137
2025-12-03,61.47,62.13,61.22,61.99,1040826
2025-12-04,63.43,63.16,62.51,63.07,1257523
2025-12-05,63.15,63.31,61.95,62.73,622325
2025-12-08,61.99,63.53,61.62,62.41,1461915
2025-12-09,61.88,62.29,60.17,61.44,1230340
2025-12-10,61.36,61.78,60.03,61.13,717165
2025-12-11,61.87,62.72,60.55,61.85,148205
2025-12-12,63.23,63.39,61.56,62.82,1525285
2025-12-15,63.45,65.04,63.51,63.55,508031
2025-12-16,61.81,62.28,60.87,62.19,1685500
2025-12-17,62.73,64.06,61.85,63.0,898551
2025-12-18,61.63,62.99,60.99,61.62,1196447
2025-12-19,62.33,63.54,61.68,62.29,1758602
2025-12-22,62.4,62.31,60.71,62.02,1740883
2025-12-23,62.91,63.01,62.23,62.55,805887
2025-12-24,61.65,62.65,61.22,61.55,496888
2025-12-25,62.78,62.56,61.24,62.43,1572777
2025-12-26,60.95,62.57,60.24,61.33,922852
2025-12-29,60.3,61.94,60.76,60.85,464879
2025-12-30,60.58,61.23,59.87,60.13,1818408
2025-12-31,58.37,59.02,58.43,58.87,476397
2026-01-01,58.64,60.0,57.59,58.94,149033
2026-01-02,60.46,61.24,59.34,60.22,138531
2026-01-05,62.05,63.45,61.48,62.16,1282399
2026-01-06,62.7,62.29,60.97,62.23,1357182
2026-01-07,62.82,63.11,62.2,63.07,690979
2026-01-08,62.64,63.85,62.63,63.26,708020
2026-01-09,63.39,63.88,62.57,63.64,745038
2026-01-12,63.49,64.27,63.04,63.39,1392301
2026-01-13,63.38,65.0,63.29,63.54,210454
2026-01-14,64.0,64.59,62.88,63.96,1865321
2026-01-15,64.0,64.86,63.26,63.52,522789
2026-01-16,63.99,63.47,62.05,63.47,1999379
2026-01-19,63.13,63.7,63.17,63.43,425893
2026-01-20,64.01,64.11,62.7,64.06,1565938
2026-01-21,63.31,63.77,61.8,63.25,524483
2026-01-22,63.79,64.66,62.65,63.22,253608
2026-01-23,65.33,64.84,63.83,64.68,1762373
2026-01-26,65.24,66.58,65.44,65.59,1731627
2026-01-27,66.95,67.4,65.59,66.65,866783
2026-01-28,66.52,68.24,65.49,66.68,1434552
2026-01-29,66.28,67.15,66.1,66.94,1158425
2026-01-30,67.09,68.12,66.84,67.76,1720616
2026-02-02,68.98,69.08,67.9,69.03,698606
2026-02-03,67.4,68.15,66.9,67.42,1094977
2026-02-04,65.73,66.82,65.96,66.36,1022207
2026-02-05,67.66,68.88,67.16,67.41,772421
2026-02-06,66.92,68.22,67.15,67.2,1793764
2026-02-09,66.74,67.68,65.44,66.66,415168
2026-02-10,65.4,66.53,65.19,65.66,384066
2026-02-11,64.8,65.38,64.24,65.23,1196128
2026-02-12,64.02,64.85,63.62,64.14,1349239
2026-02-13,65.41,67.4,64.9,65.76,469776
2026-02-16,65.8,67.12,65.74,65.75,842363
2026-02-17,65.31,67.18,65.26,65.71,1898471
2026-02-18,66.19,67.54,66.1,66.18,568573
2026-02-19,66.49,67.12,66.67,66.95,1369885
2026-02-20,67.95,68.11,67.56,67.72,1506283
2026-02-23,68.94,68.6,68.27,68.59,951444
2026-02-24,67.55,68.6,67.16,68.08,1881299
2026-02-25,67.81,68.03,66.58,67.85,1499647
2026-02-26,67.89,69.29,67.4,68.48,970056
2026-02-27,68.18,69.2,66.38,68.05,1181736
2026-03-02,67.73,69.54,67.24,68.05,1415965
2026-03-03,68.43,69.67,67.54,68.39,1225161
2026-03-04,69.06,70.66,68.22,69.04,1769525
2026-03-05,68.14,67.66,67.53,67.57,778088
2026-03-06,68.23,68.18,68.01,68.16,669782
2026-03-09,68.08,69.09,66.55,67.97,506293
2026-03-10,68.43,69.06,67.48,68.56,171787
2026-03-11,69.82,69.64,68.2,69.2,181726
2026-03-12,70.94,71.13,69.42,70.55,1753104
2026-03-13,71.39,72.18,71.34,71.7,1388946
2026-03-16,73.36,73.79,71.99,72.86,1355011
2026-03-17,74.03,74.95,73.34,74.13,1267821
2026-03-18,74.89,75.35,74.13,74.4,1713516
2026-03-19,74.92,75.69,74.08,74.44,1012507
2026-03-20,74.75,75.95,73.59,75.22,1753780
2026-03-23,76.2,76.37,75.35,75.89,782945
2026-03-24,75.3,75.93,74.55,75.62,1860744
2026-03-25,75.68,76.65,74.65,75.99,1427448
2026-03-26,75.66,77.38,74.17,75.97,588636
2026-03-27,75.54,76.62,74.24,75.2,1171761
2026-03-30,75.96,77.64,75.14,76.37,1112758
2026-03-31,75.67,76.88,75.0,76.43,362007
2026-04-01,78.66,79.47,77.72,78.32,1223361
2026-04-02,76.29,77.9,76.36,76.8,698092
2026-04-03,75.69,77.21,74.85,76.29,199462
2026-04-06,75.93,77.38,74.52,76.33,1902446
2026-04-07,77.19,78.33,77.09,77.38,1318831
2026-04-08,77.72,78.86,75.84,77.76,1766145
2026-04-09,77.34,79.45,77.93,78.05,1384506
2026-04-10,77.73,77.22,76.29,77.01,778269
