Date,Open,High,Low,Close,Volume
2024-07-03,71.61,71.97,71.04,71.49,1104447
2024-07-04,71.74,72.26,71.45,71.61,735440
2024-07-05,72.04,72.99,71.48,72.25,1086694
2024-07-08,73.73,75.66,72.88,74.4,475356
2024-07-09,71.98,72.76,71.33,72.66,1629831
2024-07-10,74.33,74.5,72.95,74.44,452976
2024-07-11,73.94,75.29,73.16,74.56,261435
2024-07-12,73.72,74.84,72.28,73.56,928867
2024-07-15,72.66,72.46,71.31,72.11,1350784
2024-07-16,72.46,73.06,71.17,71.91,931661
2024-07-17,73.14,73.38,71.86,72.91,625832
2024-07-18,72.36,74.39,72.08,72.78,1160525
2024-07-19,74.98,76.11,72.73,74.44,759304
2024-07-22,73.39,73.37,71.17,72.83,1872448
2024-07-23,72.38,73.24,71.31,72.82,1853025
2024-07-24,71.8,72.19,70.6,71.46,1054506
2024-07-25,71.55,72.29,70.45,71.86,722979
2024-07-26,73.27,74.05,71.53,72.83,1500551
2024-07-29,73.1,73.87,71.29,72.38,169754
2024-07-30,68.91,70.73,69.23,69.56,1002061
2024-07-31,70.32,71.21,68.05,69.77,739014
2024-08-01,70.41,70.94,69.62,70.24,1849018
2024-08-02,71.34,70.95,70.08,70.67,122805
2024-08-05,71.94,73.32,71.63,71.99,1150348
2024-08-06,71.33,71.48,70.72,70.84,1507260
2024-08-07,70.95,72.78,69.83,71.58,1021534
2024-08-08,72.62,73.35,71.32,72.86,262265
2024-08-09,70.32,71.07,70.73,70.93,1947676
2024-08-12,71.96,73.05,70.32,71.28,1084219
2024-08-13,71.2,71.03,69.98,70.75,1266953
2024-08-14,71.17,72.42,70.07,70.67,549558
2024-08-15,71.67,72.79,70.48,71.05,1018646
2024-08-16,69.95,71.94,70.42,70.54,915384
2024-08-19,69.67,70.98,69.82,69.83,242302
2024-08-20,69.27,70.88,69.38,69.87,301704
2024-08-21,68.34,70.23,67.52,68.74,1691197
2024-08-22,67.26,68.12,67.43,67.63,555657
2024-08-23,68.29,69.13,66.71,68.33,470420
2024-08-26,66.85,68.2,65.87,67.16,1059331
2024-08-27,67.3,68.54,67.67,67.84,1560619
2024-08-28,67.87,69.05,67.05,68.32,217698
2024-08-29,66.09,67.11,65.26,66.56,1195935
2024-08-30,66.51,66.82,64.47,65.89,326499
2024-09-02,67.43,68.51,66.84,67.08,169275
2024-09-03,66.72,66.43,65.27,66.1,200213
2024-09-04,65.57,67.18,65.12,65.65,1684911
2024-09-05,65.82,67.25,64.85,66.11,324147
2024-09-06,67.29,68.27,66.49,66.89,185787
2024-09-09,66.42,67.58,66.25,66.65,932009
2024-09-10,65.79,67.35,64.92,66.06,1703587
2024-09-11,67.12,67.51,66.49,67.48,598575
2024-09-12,68.73,70.66,67.87,69.24,901253
2024-09-13,69.93,70.34,70.23,70.27,175852
2024-09-16,70.17,71.94,69.75,70.37,953249
2024-09-17,69.76,71.24,69.41,69.52,1197464
2024-09-18,68.07,69.17,67.47,68.67,1184723
2024-09-19,68.81,69.57,68.83,69.21,731610
2024-09-20,70.08,70.98,69.24,69.65,699513
2024-09-23,70.63,71.58,70.58,71.13,302584
2024-09-24,71.6,73.38,71.77,71.83,796916
2024-09-25,70.73,70.4,69.16,70.22,289039
2024-09-26,70.85,71.56,69.79,71.34,1556532
2024-09-27,69.69,72.0,69.7,70.28,1935921
2024-09-30,69.86,71.06,69.41,69.88,1943141
2024-10-01,69.87,71.64,69.4,70.15,1743635
2024-10-02,72.35,72.85,70.83,72.26,1241505
2024-10-03,76.1,76.92,74.7,75.64,1431644
2024-10-04,75.79,77.47,75.03,76.34,641891
2024-10-07,76.25,77.28,75.04,76.13,1298463
2024-10-08,76.76,78.06,76.07,76.75,965734
2024-10-09,77.24,78.91,77.29,77.79,1015832
2024-10-10,77.61,78.25,75.93,77.42,1539775
2024-10-11,79.15,80.06,78.33,79.51,635644
2024-10-14,79.78,81.33,78.34,79.8,704275
2024-10-15,79.73,80.85,78.79,80.4,1856819
2024-10-16,81.15,82.63,80.78,81.22,206826
2024-10-17,81.42,82.22,81.55,81.74,1022705
2024-10-18,83.31,84.07,81.48,82.78,1834321
2024-10-21,81.29,83.55,81.51,82.02,1259689
2024-10-22,81.22,81.79,81.14,81.35,1138173
2024-10-23,79.94,80.13,79.7,80.01,574513
2024-10-24,80.91,80.81,78.9,80.55,752223
2024-10-25,81.62,82.73,81.41,81.5,1718891
2024-10-28,82.34,83.81,80.79,82.07,1162514
2024-10-29,84.61,84.23,82.75,84.14,1078010
2024-10-30,84.75,85.68,82.17,84.14,289201
2024-10-31,84.68,85.73,83.91,85.0,130453
2024-11-01,83.68,84.62,81.76,83.62,1931001
2024-11-04,83.71,85.07,81.58,83.14,816273
2024-11-05,84.84,84.72,82.59,84.02,1246104
2024-11-06,85.76,86.09,84.69,85.1,251458
2024-11-07,84.51,84.76,84.47,84.73,1397917
2024-11-08,84.13,84.82,83.17,84.65,1871876
2024-11-11,82.72,83.27,82.45,82.74,1193763
2024-11-12,82.7,82.36,82.01,82.3,339619
2024-11-13,83.4,84.73,82.92,83.41,1205270
2024-11-14,84.11,85.04,82.35,84.14,1556059
2024-11-15,85.35,85.94,84.12,84.78,872191
2024-11-18,84.62,85.23,84.74,84.86,1771691
2024-11-19,85.49,85.51,84.21,84.88,1332497
2024-11-20,83.89,85.44,82.65,84.05,1808572
2024-11-21,84.65,86.99,83.88,84.94,1284660
2024-11-22,85.4,85.59,84.72,85.48,349447
2024-11-25,86.57,88.04,85.07,86.12,688414
2024-11-26,84.82,86.69,83.58,85.46,483410
2024-11-27,82.21,83.88,81.29,82.71,1826770
2024-11-28,84.84,85.13,83.66,84.08,1544760
2024-11-29,82.94,83.62,83.19,83.48,1385156
2024-12-02,82.52,82.6,80.63,82.41,671836
2024-12-03,83.41,84.53,83.18,83.28,449685
2024-12-04,82.78,83.51,81.41,82.8,1537257
2024-12-05,84.37,86.06,83.42,84.13,1000900
2024-12-06,84.45,85.77,84.38,84.91,529000
2024-12-09,85.89,86.11,85.4,85.8,1271581
2024-12-10,83.84,85.55,83.94,84.05,176634
2024-12-11,85.87,86.22,84.12,85.59,719723
2024-12-12,85.31,87.06,85.63,85.93,990258
2024-12-13,85.59,86.96,83.61,85.47,381120
2024-12-16,85.12,87.59,85.03,85.66,1970843
2024-12-17,83.02,85.04,82.85,83.39,497284
2024-12-18,83.44,85.33,83.23,83.91,347670
2024-12-19,82.1,84.02,81.08,82.62,486716
2024-12-20,81.49,82.87,80.7,80.96,1561216
2024-12-23,78.78,79.71,77.48,79.12,908460
2024-12-24,81.14,80.45,78.55,80.45,1174290
2024-12-25,80.45,80.24,79.14,79.7,139917
2024-12-26,81.66,81.98,80.47,81.54,165419
2024-12-27,80.32,82.24,80.59,80.9,947068
2024-12-30,78.63,80.08,77.61,78.83,1651644
2024-12-31,77.98,78.67,75.91,77.52,1781953
2025-01-01,78.76,79.0,78.65,78.97,264742
2025-01-02,78.14,80.23,77.9,78.79,1122889
2025-01-03,78.25,78.79,76.58,78.16,1835136
2025-01-06,78.89,79.65,77.8,78.35,837148
2025-01-07,79.42,80.05,77.99,78.95,1676175
2025-01-08,79.76,80.97,79.49,80.28,354021
2025-01-09,82.32,82.32,80.93,82.04,1877249
2025-01-10,81.15,81.8,81.26,81.61,1527704
2025-01-13,79.54,81.65,79.65,79.99,1888535
2025-01-14,80.1,81.34,78.93,79.51,1385572
2025-01-15,79.43,81.13,78.04,79.83,790467
2025-01-16,78.31,78.88,78.36,78.68,1882544
2025-01-17,76.79,78.34,76.92,77.56,623576
2025-01-20,78.55,79.39,77.38,77.97,731127
2025-01-21,78.38,79.44,76.68,77.92,1431535
2025-01-22,78.17,78.2,77.73,77.97,1554100
2025-01-23,77.48,77.09,76.56,77.09,1865866
2025-01-24,76.31,78.21,75.14,76.84,489124
2025-01-27,75.72,76.46,74.66,75.78,1616196
2025-01-28,76.57,77.29,76.58,76.8,1503237
2025-01-29,77.37,78.03,76.14,78.0,221209
2025-01-30,75.83,76.87,75.78,75.85,835723
2025-01-31,75.43,76.39,74.2,74.8,637254
2025-02-03,72.46,74.88,72.46,73.13,678531
2025-02-04,72.13,73.45,71.11,72.43,1967599
2025-02-05,71.93,73.28,70.99,72.35,1321277
2025-02-06,70.41,70.93,70.68,70.78,1463584
2025-02-07,70.38,70.77,68.59,69.81,1955573
2025-02-10,68.73,69.42,68.38,68.77,816683
2025-02-11,68.94,70.04,67.94,68.99,1623496
2025-02-12,69.43,69.74,67.58,69.07,925608
2025-02-13,67.86,68.74,66.64,68.33,1752113
2025-02-14,68.5,68.68,67.74,68.52,443249
2025-02-17,67.87,68.51,67.93,67.97,1900603
2025-02-18,67.83,67.86,66.63,67.7,515666
2025-02-19,70.1,69.72,68.29,69.41,719818
2025-02-20,71.19,72.56,69.65,70.81,1536765
2025-02-21,69.3,70.21,68.61,69.44,848134
2025-02-24,70.77,71.24,69.33,70.31,1255601
2025-02-25,70.7,72.72,70.96,71.17,944689
2025-02-26,69.3,71.7,69.1,69.96,1510502
2025-02-27,70.4,71.85,69.95,70.82,533829
2025-02-28,72.24,73.94,70.91,72.47,211070
2025-03-03,71.28,71.84,71.23,71.26,669865
2025-03-04,70.44,70.82,68.96,70.28,1001186
2025-03-05,71.95,72.08,69.71,71.36,419238
2025-03-06,71.67,72.86,71.06,71.66,774114
2025-03-07,72.27,73.5,71.54,72.27,859967
2025-03-10,71.99,73.21,71.58,72.64,209044
2025-03-11,72.4,73.32,72.02,73.08,1208283
2025-03-12,71.7,72.76,71.25,71.63,1780252
2025-03-13,72.68,73.0,71.31,72.77,388311
2025-03-14,74.55,75.12,73.72,74.05,1235835
2025-03-17,73.31,75.09,73.16,73.81,1363004
2025-03-18,73.07,75.06,72.7,73.77,896735
2025-03-19,72.01,73.44,71.1,72.08,1432085
2025-03-20,72.27,74.24,71.3,72.65,880389
2025-03-21,72.62,74.2,72.83,73.28,1058810
2025-03-24,73.55,74.56,72.33,73.22,113970
2025-03-25,73.88,75.61,73.2,74.46,1414268
2025-03-26,74.26,74.45,73.35,74.1,1356551
2025-03-27,74.4,74.78,74.72,74.73,172961
2025-03-28,73.12,74.12,72.56,73.6,799675
2025-03-31,73.4,74.39,73.43,73.58,1960160
2025-04-01,73.84,74.53,72.2,73.4,899399
2025-04-02,73.5,75.23,71.92,73.66,1053696
2025-04-03,73.63,73.62,71.8,73.26,1828867
2025-04-04,72.57,73.35,72.06,73.12,1462797
2025-04-07,74.44,75.82,72.6,74.04,1205933
2025-04-08,73.17,73.76,71.72,73.56,1615828
2025-04-09,72.05,72.66,71.65,71.8,1742295
2025-04-10,73.79,74.77,73.4,73.69,968087
2025-04-11,75.87,76.24,74.74,75.22,1002705
2025-04-14,73.61,73.94,72.25,73.78,833496
2025-04-15,73.9,74.66,72.91,74.55,1936741
2025-04-16,73.28,74.19,72.27,73.99,1424615
2025-04-17,74.79,75.39,73.79,74.3,258123
2025-04-18,74.67,75.65,74.5,74.63,1739623
2025-04-21,74.79,74.81,73.32,74.38,1013063
2025-04-22,73.12,74.68,71.89,73.51,230632
2025-04-23,72.53,74.25,71.87,72.76,1144462
2025-04-24,71.1,71.84,70.6,71.77,892612
2025-04-25,71.53,71.76,69.77,70.88,1767723
2025-04-28,71.06,72.04,70.15,70.82,487589
2025-04-29,70.68,70.51,69.58,70.07,1670282
2025-04-30,70.46,71.33,69.22,70.79,1159608
2025-05-01,72.54,73.49,70.63,72.38,203759
2025-05-02,72.02,73.37,71.75,71.76,1946506
2025-05-05,71.77,73.49,70.65,72.03,1073968
2025-05-06,73.08,73.63,70.85,72.57,652666
2025-05-07,73.75,74.43,71.62,73.1,991872
2025-05-08,73.75,73.86,71.43,73.19,1729929
2025-05-09,74.36,75.2,72.88,74.01,679315
2025-05-12,74.23,75.43,74.19,74.56,466085
2025-05-13,72.86,73.53,71.97,73.18,345235
2025-05-14,74.84,75.45,73.12,74.15,665932
2025-05-15,74.4,76.19,74.53,75.14,1582091
2025-05-16,74.61,74.96,73.38,74.29,996090
2025-05-19,74.65,76.03,74.08,74.34,532215
2025-05-20,75.29,75.15,74.86,75.11,415751
2025-05-21,75.61,75.47,73.03,74.88,732186
2025-05-22,75.81,76.21,75.68,76.1,1885856
2025-05-23,78.56,80.32,77.75,78.81,751750
2025-05-26,77.23,79.26,77.87,77.89,1977435
2025-05-27,76.19,76.91,75.29,76.28,1021937
2025-05-28,76.27,77.93,76.61,76.64,440411
2025-05-29,77.24,78.25,77.0,77.48,1793166
2025-05-30,77.74,78.68,75.77,77.22,974675
2025-06-02,79.6,79.81,78.0,78.91,1448375
2025-06-03,76.85,78.14,77.32,77.34,1969052
2025-06-04,77.95,79.98,77.87,78.15,195333
2025-06-05,78.11,77.94,75.7,77.45,283719
2025-06-06,78.76,79.7,78.88,79.46,1468867
2025-06-09,81.17,83.04,80.5,81.84,635467
2025-06-10,80.36,82.87,78.9,80.91,450172
2025-06-11,80.4,81.01,79.05,80.25,174787
2025-06-12,80.73,81.43,79.74,81.3,141508
2025-06-13,81.59,81.52,80.46,80.83,1571522
2025-06-16,80.7,81.81,79.45,80.79,355423
2025-06-17,80.83,81.16,80.48,80.83,988669
2025-06-18,78.11,79.8,76.55,78.51,1251203
2025-06-19,78.45,80.46,77.14,78.5,913868
2025-06-20,77.95,78.58,76.23,77.7,151502
2025-06-23,77.53,77.82,75.66,77.14,1588652
2025-06-24,79.22,79.61,76.98,78.82,119975
2025-06-25,77.46,77.56,75.77,77.34,1547590
2025-06-26,78.92,80.02,77.42,78.29,1797278
2025-06-27,78.46,78.78,76.59,77.97,922395
2025-06-30,78.06,78.41,76.53,77.66,1117530
2025-07-01,77.89,79.89,77.37,78.59,1006268
2025-07-02,78.22,79.87,78.75,79.0,839496
2025-07-03,79.22,80.97,79.49,79.68,1786106
2025-07-04,81.11,80.97,79.83,80.85,1798473
2025-07-07,80.32,82.1,79.11,80.46,738051
2025-07-08,79.57,81.6,77.95,79.73,1268632
2025-07-09,79.04,79.71,78.35,78.44,1861124
2025-07-10,78.09,79.33,75.66,77.48,1927911
2025-07-11,81.57,81.22,79.49,80.91,1067022
2025-07-14,82.12,83.41,80.98,82.43,960367
2025-07-15,81.08,81.99,79.4,80.77,629519
2025-07-16,78.82,80.33,77.53,79.18,1921856
2025-07-17,79.27,80.56,79.33,79.76,371347
2025-07-18,79.92,81.11,78.67,80.43,1201676
2025-07-21,80.84,81.36,80.36,81.1,636845
2025-07-22,80.69,81.59,79.03,80.8,630115
2025-07-23,81.19,80.99,78.79,80.66,869440
2025-07-24,80.44,82.55,80.88,81.06,1997706
2025-07-25,81.56,81.6,79.54,81.18,204435
2025-07-28,78.53,78.59,78.13,78.48,1199229
2025-07-29,77.89,79.3,77.33,78.22,256887
2025-07-30,77.22,78.38,75.45,77.23,393589
2025-07-31,77.14,79.14,77.36,77.45,935169
2025-08-01,81.08,82.09,79.4,80.92,1069874
2025-08-04,81.27,82.08,81.09,81.38,591705
2025-08-05,80.47,82.64,79.33,81.01,701268
2025-08-06,81.51,83.25,81.84,82.14,265237
2025-08-07,82.82,82.9,80.7,82.74,676117
2025-08-08,83.94,84.45,82.25,83.27,1936461
2025-08-11,83.78,85.95,83.56,84.04,1894944
2025-08-12,87.04,87.5,86.5,86.64,736268
2025-08-13,85.45,85.81,84.99,85.18,1184622
2025-08-14,86.54,86.11,85.41,85.8,1828231
2025-08-15,85.16,84.94,84.38,84.62,111749
2025-08-18,85.44,86.25,83.62,85.33,1640298
2025-08-19,84.43,85.42,82.66,84.17,1901902
2025-08-20,84.32,83.82,82.16,83.65,273518
2025-08-21,83.12,85.25,81.99,83.29,406750
2025-08-22,84.23,86.12,83.24,84.52,1925417
2025-08-25,84.85,86.95,84.71,85.69,1121326
2025-08-26,84.65,85.84,82.33,84.1,126973
2025-08-27,84.69,84.35,83.53,84.18,589500
2025-08-28,82.64,84.29,81.57,83.3,954892
2025-08-29,81.86,83.02,80.32,81.73,1416526
2025-09-01,81.42,83.17,80.47,81.48,1493004
2025-09-02,80.49,82.7,80.7,81.11,1991300
2025-09-03,84.88,84.65,83.52,84.07,646271
2025-09-04,84.15,86.62,83.88,84.63,1122618
2025-09-05,82.17,83.15,81.14,82.89,1113314
2025-09-08,82.36,84.0,81.27,82.2,870725
2025-09-09,83.87,85.5,81.57,83.47,421407
2025-09-10,85.28,86.47,84.75,86.09,1957167
2025-09-11,84.32,85.57,82.82,84.05,1721302
2025-09-12,81.74,81.77,79.73,81.69,1046832
2025-09-15,83.33,84.85,82.48,84.0,1246166
2025-09-16,83.95,85.59,84.41,84.5,531796
2025-09-17,83.52,84.62,83.31,83.41,1133195
2025-09-18,83.74,86.05,82.72,84.08,1420443
2025-09-19,81.48,82.13,78.84,80.77,1078817
2025-09-22,81.29,81.75,79.12,80.78,1981541
2025-09-23,81.98,82.83,79.96,81.19,1261549
2025-09-24,81.93,84.29,82.22,82.33,804850
2025-09-25,81.84,81.12,79.34,81.08,1567088
2025-09-26,81.09,83.19,80.72,81.2,423878
2025-09-29,79.84,80.25,78.3,80.08,830580
2025-09-30,79.68,82.04,80.36,80.4,759222
2025-10-01,78.62,79.89,78.1,79.33,920433
2025-10-02,79.15,79.11,78.41,78.85,1585381
2025-10-03,77.61,78.53,76.4,77.68,1019928
2025-10-06,78.02,79.71,77.72,78.45,1608627
2025-10-07,79.65,80.23,77.86,79.47,1195328
2025-10-08,78.81,79.31,77.51,79.2,749931
2025-10-09,79.37,80.44,79.13,79.25,1638959
2025-10-10,77.32,79.29,77.38,77.54,552750
2025-10-13,77.7,77.94,76.98,77.2,526327
2025-10-14,77.64,77.57,76.43,77.15,1058555
2025-10-15,80.16,81.09,79.82,80.2,595613
2025-10-16,78.63,78.97,77.03,78.87,117265
2025-10-17,80.39,82.26,79.27,80.61,1331765
2025-10-20,82.33,83.52,80.43,81.83,1071078
2025-10-21,81.9,83.39,81.43,82.18,946483
2025-10-22,83.87,85.1,83.0,84.36,1937240
2025-10-23,84.14,86.54,83.03,84.84,1185278
2025-10-24,85.28,86.52,84.48,85.34,1740519
2025-10-27,85.26,87.05,84.89,85.29,364955
2025-10-28,87.45,88.23,85.52,86.86,1181492
2025-10-29,87.81,90.03,86.38,88.3,1749161
2025-10-30,87.27,88.79,85.72,87.48,1207900
2025-10-31,86.29,86.65,84.13,85.76,1464226
2025-11-03,86.06,87.56,84.01,85.51,806882
2025-11-04,84.3,85.63,83.74,84.49,275654
2025-11-05,84.35,85.7,83.58,84.42,970010
2025-11-06,85.66,86.47,85.35,86.0,849510
2025-11-07,86.16,86.76,84.06,85.42,1747414
2025-11-10,84.73,86.6,85.0,85.38,563591
2025-11-11,86.2,85.85,83.76,85.46,1936795
2025-11-12,86.88,86.69,85.41,86.56,1920462
2025-11-13,83.7,84.91,83.23,83.65,570500
2025-11-14,82.13,84.48,81.2,82.9,761298
2025-11-17,83.13,84.26,81.32,83.17,1801555
2025-11-18,84.52,85.16,84.43,84.68,1936582
2025-11-19,83.5,85.47,82.69,84.07,942534
2025-11-20,81.97,81.87,81.06,81.71,709894
2025-11-21,83.26,83.39,80.47,82.48,1099578
2025-11-24,81.8,82.03,81.07,81.7,1406761
2025-11-25,80.6,80.63,78.89,80.26,619601
2025-11-26,78.82,79.91,77.63,79.51,1499299
2025-11-27,79.17,80.07,78.53,79.3,198148
2025-11-28,77.99,78.69,77.1,78.59,193659
2025-12-01,76.17,76.76,74.83,76.0,833946
2025-12-02,77.71,78.02,75.26,77.03,771599
2025-12-03,78.77,79.47,76.85,78.52,699703
2025-12-04,78.62,80.05,77.9,79.29,1032937
2025-12-05,77.72,79.59,76.18,77.95,709393
2025-12-08,77.8,78.0,77.55,77.72,465290
2025-12-09,77.58,78.71,75.8,77.73,687992
2025-12-10,78.95,78.55,77.42,78.43,1952318
2025-12-11,79.73,79.37,77.49,79.23,881115
2025-12-12,78.55,79.49,77.01,78.37,944954
2025-12-15,78.27,79.58,78.32,78.47,1195435
2025-12-16,78.63,80.75,77.36,79.02,1968347
2025-12-17,80.11,81.88,80.68,80.75,559042
2025-12-18,81.38,83.58,80.0,81.62,1394436
2025-12-19,82.45,82.69,82.06,82.59,1460370
2025-12-22,83.0,82.91,81.77,82.71,1253916
2025-12-23,84.74,84.56,84.23,84.47,268298
2025-12-24,84.27,85.39,84.05,85.0,1386057
2025-12-25,83.73,85.05,82.93,83.91,221779
2025-12-26,85.13,87.06,83.96,85.68,1232671
2025-12-29,86.0,86.69,84.79,86.59,1505204
2025-12-30,86.59,88.06,85.85,86.03,500842
2025-12-31,84.64,87.22,83.98,85.42,1699081
2026-01-01,85.67,86.45,84.46,85.81,157672
2026-01-02,85.84,86.58,85.89,86.41,1703244
2026-01-05,87.34,87.05,85.25,86.68,974625
2026-01-06,87.2,87.38,87.0,87.1,513417
2026-01-07,88.85,89.61,88.74,89.33,354178
2026-01-08,90.77,91.95,89.86,90.77,1911283
2026-01-09,91.46,91.6,90.77,91.04,238064
2026-01-12,93.19,93.17,90.15,92.34,478277
2026-01-13,90.41,93.17,89.23,90.92,760862
2026-01-14,92.19,93.05,90.26,91.48,1278446
2026-01-15,94.79,96.2,92.15,93.97,1135122
2026-01-16,94.45,94.0,93.07,93.67,338722
2026-01-19,92.74,93.37,92.3,92.49,650483
2026-01-20,91.84,92.87,90.28,91.6,553628
2026-01-21,89.94,90.28,88.63,90.11,505731
2026-01-22,89.51,89.07,88.97,89.06,881174
2026-01-23,88.64,90.06,87.35,88.58,1437659
2026-01-26,87.03,88.11,85.61,86.72,513160
2026-01-27,86.63,87.64,85.34,86.75,796689
2026-01-28,88.35,89.02,87.74,87.94,842743
2026-01-29,87.31,87.65,85.82,86.75,1955267
2026-01-30,88.11,88.79,88.21,88.74,1913866
2026-02-02,90.03,90.18,89.01,89.43,1620261
2026-02-03,90.89,91.22,89.33,90.82,559151
2026-02-04,90.56,90.16,88.67,89.94,229270
2026-02-05,90.97,93.28,90.75,91.1,702117
2026-02-06,89.4,90.96,88.19,89.62,606909
2026-02-09,91.58,92.48,90.36,90.83,1061259
2026-02-10,90.62,91.79,90.94,91.07,1577683
2026-02-11,92.47,92.74,90.97,91.84,1730813
2026-02-12,90.2,90.76,89.65,90.23,1705241
2026-02-13,89.06,89.25,88.6,89.03,783383
2026-02-16,89.5,90.24,89.49,89.84,1405745
2026-02-17,88.7,90.34,87.23,88.57,694384
2026-02-18,88.89,90.71,87.08,89.2,215720
2026-02-19,86.57,88.57,86.07,87.38,1432974
2026-02-20,88.1,89.55,87.78,88.5,118672
2026-02-23,86.01,88.87,85.68,86.87,877446
2026-02-24,88.44,87.76,87.05,87.6,725820
2026-02-25,89.26,89.06,87.02,88.44,1417417
2026-02-26,87.34,88.29,86.72,87.52,1555866
2026-02-27,88.7,90.03,86.5,88.3,677779
2026-03-02,88.38,90.85,88.09,88.65,1642091
2026-03-03,88.25,88.48,86.95,87.95,658441
2026-03-04,87.16,88.52,84.91,86.63,948020
2026-03-05,84.84,85.84,82.6,84.09,1481335
2026-03-06,84.37,85.01,84.01,84.54,1416548
2026-03-09,83.03,83.38,81.49,82.56,1976000
2026-03-10,82.3,83.54,81.07,82.69,527805
2026-03-11,83.19,84.39,82.31,82.38,1358404
2026-03-12,82.43,83.6,82.63,83.22,1258395
2026-03-13,83.03,84.52,82.77,82.86,1838687
2026-03-16,82.72,83.15,81.28,82.46,397088
2026-03-17,83.68,84.89,82.28,83.37,1528416
2026-03-18,83.16,84.68,83.59,83.8,1179710
2026-03-19,84.95,85.43,83.21,84.21,621865
2026-03-20,84.27,86.58,84.19,84.81,1001426
2026-03-23,83.07,84.54,81.32,82.87,734175
2026-03-24,83.36,85.64,82.66,83.82,1200695
2026-03-25,84.27,84.73,82.75,84.6,1789101
2026-03-26,83.4,84.76,81.67,83.32,1181679
2026-03-27,82.89,83.32,80.96,83.03,1300272
2026-03-30,82.43,83.85,81.0,82.99,1085620
2026-03-31,82.28,83.97,82.78,82.83,197214
2026-04-01,83.11,84.09,81.67,83.25,542431
2026-04-02,85.49,86.15,84.33,85.05,1034803
2026-04-03,87.13,88.59,86.09,86.44,689447
2026-04-06,84.05,85.04,83.8,84.75,445350
2026-04-07,85.37,86.99,83.74,85.55,1057852
2026-04-08,86.57,88.13,86.68,87.27,713338
2026-04-09,86.93,88.07,86.9,87.78,590404
2026-04-10,89.52,89.58,88.63,89.23,981572
