Date,Open,High,Low,Close,Volume
2024-07-24,156.06,158.84,153.9,156.65,1665201
2024-07-25,150.58,151.38,148.88,151.34,1914614
2024-07-26,153.74,154.24,152.13,152.99,1660276
2024-07-29,151.76,155.17,151.89,153.19,102973
2024-07-30,152.83,152.96,149.51,152.62,1309162
2024-07-31,153.63,154.17,149.67,152.83,197157
2024-08-01,150.03,149.03,145.55,148.91,589453
2024-08-02,148.04,148.8,147.25,148.51,213096
2024-08-05,150.19,150.71,148.35,149.23,1247211
2024-08-06,150.94,152.62,149.32,152.12,1404520
2024-08-07,152.17,153.26,147.42,151.12,317526
2024-08-08,148.45,152.14,146.13,149.56,829293
2024-08-09,148.3,151.58,148.49,148.61,966849
2024-08-12,151.3,151.16,147.76,150.41,801200
2024-08-13,150.02,151.71,150.21,151.08,329947
2024-08-14,149.26,150.46,148.66,150.07,896000
2024-08-15,151.76,153.49,148.76,151.09,1527238
2024-08-16,151.98,153.98,148.31,151.31,234914
2024-08-19,153.67,153.36,149.87,153.24,252342
2024-08-20,152.46,155.42,150.41,151.87,774065
2024-08-21,151.38,151.45,150.4,151.25,1889278
2024-08-22,149.76,152.55,149.17,150.51,1370288
2024-08-23,147.21,150.29,145.94,147.67,1389472
2024-08-26,147.33,151.5,144.72,148.27,787647
2024-08-27,150.02,151.46,148.68,148.8,1227955
2024-08-28,149.09,151.82,148.09,148.84,119249
2024-08-29,148.12,149.67,145.79,148.41,1308582
2024-08-30,145.59,148.67,145.63,145.7,1835245
2024-09-02,146.23,145.22,143.49,144.93,1263889
2024-09-03,143.31,147.54,142.8,144.31,1760027
2024-09-04,143.09,144.8,141.94,142.84,1475548
2024-09-05,142.58,145.47,141.89,142.56,329060
2024-09-06,143.66,144.96,142.11,143.34,1814661
2024-09-09,145.46,149.24,143.68,146.88,226243
2024-09-10,148.34,149.18,144.8,147.24,1114538
2024-09-11,149.04,150.46,147.49,147.76,370060
2024-09-12,147.83,147.94,144.78,147.64,122242
2024-09-13,144.55,144.2,141.72,143.98,901865
2024-09-16,145.18,144.85,141.92,143.96,660577
2024-09-17,144.7,144.67,142.08,144.1,1023400
2024-09-18,147.71,151.98,147.3,148.74,1196679
2024-09-19,148.62,149.2,148.18,148.39,183104
2024-09-20,149.32,152.64,146.17,149.0,333706
2024-09-23,148.73,150.21,145.69,148.96,1161420
2024-09-24,147.41,147.39,143.78,146.72,752017
2024-09-25,150.22,151.87,148.51,148.93,1485429
2024-09-26,151.69,152.89,149.08,150.41,1339354
2024-09-27,151.84,153.88,149.28,151.99,1706648
2024-09-30,149.06,152.31,149.53,150.22,1415736
2024-10-01,154.46,155.73,152.45,152.98,916869
2024-10-02,151.24,151.08,149.64,150.22,1378636
2024-10-03,150.26,155.17,151.09,151.4,623224
2024-10-04,157.05,159.54,152.83,155.74,681995
2024-10-07,154.9,156.26,152.82,153.76,1599071
2024-10-08,152.71,153.41,150.59,152.65,948197
2024-10-09,153.16,155.48,152.28,152.88,1616922
2024-10-10,151.6,152.18,150.88,151.91,1662602
2024-10-11,147.54,148.98,148.04,148.87,1729368
2024-10-14,148.54,149.99,147.75,149.03,1841606
2024-10-15,147.89,148.7,143.98,147.0,918871
2024-10-16,146.46,151.14,146.25,147.93,705846
2024-10-17,145.7,148.85,146.13,146.19,1206177
2024-10-18,148.86,151.93,148.93,149.16,805227
2024-10-21,147.78,149.24,144.14,147.67,1242040
2024-10-22,148.32,148.35,144.01,147.08,1440613
2024-10-23,148.2,150.04,145.43,148.66,1407969
2024-10-24,145.86,149.92,145.31,146.31,811650
2024-10-25,147.47,146.92,146.1,146.77,417034
2024-10-28,149.15,152.53,146.35,149.29,918005
2024-10-29,145.38,148.3,144.38,146.19,370928
2024-10-30,146.43,148.18,145.99,146.57,1791184
2024-10-31,146.03,149.76,146.11,147.09,757167
2024-11-01,147.65,150.42,146.91,148.61,393473
2024-11-04,146.25,149.44,144.75,146.25,148350
2024-11-05,143.54,147.01,142.0,143.77,1327062
2024-11-06,145.97,146.3,142.23,144.77,1310114
2024-11-07,144.95,146.36,143.77,145.35,747147
2024-11-08,146.09,148.01,144.72,145.85,236252
2024-11-11,146.93,149.88,146.08,146.54,878294
2024-11-12,143.86,146.04,143.95,145.27,691313
2024-11-13,146.21,148.0,144.86,145.73,1386529
2024-11-14,145.37,148.62,143.24,146.31,1250980
2024-11-15,146.32,147.64,143.03,144.98,792728
2024-11-18,147.48,149.01,144.84,148.52,513995
2024-11-19,149.21,152.14,146.66,149.47,1977268
2024-11-20,145.96,150.52,146.17,147.18,962603
2024-11-21,149.94,149.13,148.43,148.46,1407721
2024-11-22,146.62,147.48,143.31,146.61,367050
2024-11-25,148.41,151.73,145.91,148.13,1022620
2024-11-26,149.09,151.07,149.64,150.39,152319
2024-11-27,149.55,151.99,145.85,148.81,1060364
2024-11-28,149.83,152.55,149.02,150.7,1931633
2024-11-29,152.75,152.48,150.53,151.54,829992
2024-12-02,152.29,156.52,151.72,153.19,174092
2024-12-03,156.02,158.74,153.8,156.99,158816
2024-12-04,155.07,158.53,154.0,156.52,837174
2024-12-05,154.92,156.4,154.17,155.01,404047
2024-12-06,153.45,155.52,151.54,153.25,144368
2024-12-09,150.33,152.27,147.88,151.65,1536805
2024-12-10,152.37,153.01,150.62,151.53,971193
2024-12-11,152.08,155.91,148.55,152.22,649565
2024-12-12,152.87,153.79,151.83,152.8,1810158
2024-12-13,154.29,157.01,151.39,154.47,320664
2024-12-16,154.21,155.78,154.36,154.52,1916245
2024-12-17,157.66,160.51,154.98,157.47,696536
2024-12-18,155.88,157.47,154.32,156.96,1787966
2024-12-19,161.51,166.48,159.08,162.54,1245591
2024-12-20,165.08,165.75,161.04,163.89,1670743
2024-12-23,163.54,163.05,161.59,162.09,1969625
2024-12-24,159.45,160.15,159.85,159.86,647970
2024-12-25,160.16,161.58,158.36,160.9,1926157
2024-12-26,160.92,162.55,158.25,160.46,840015
2024-12-27,161.68,163.34,160.85,161.98,832472
2024-12-30,161.45,166.38,162.54,163.0,746735
2024-12-31,161.76,164.63,161.22,162.88,1128674
2025-01-01,161.81,162.11,158.66,161.11,392875
2025-01-02,158.47,160.41,155.65,157.97,1152051
2025-01-03,155.59,159.86,155.88,157.08,1129239
2025-01-06,157.98,159.52,154.9,158.86,1547613
2025-01-07,158.47,160.0,157.81,159.33,1683934
2025-01-08,157.32,156.92,154.25,156.78,936838
2025-01-09,155.65,160.05,156.35,157.16,674433
2025-01-10,156.72,160.59,154.39,157.97,592736
2025-01-13,157.13,158.04,154.58,156.19,469785
2025-01-14,155.52,159.83,154.5,156.53,209530
2025-01-15,157.15,159.83,155.27,156.67,750651
2025-01-16,153.56,156.63,150.76,154.37,613470
2025-01-17,153.88,158.49,153.49,155.12,1936193
2025-01-20,155.48,157.08,154.57,156.28,1159646
2025-01-21,159.21,158.95,156.77,158.51,759826
2025-01-22,161.85,161.79,159.12,160.71,1202888
2025-01-23,158.9,158.09,156.58,157.86,364473
2025-01-24,155.64,158.03,155.2,155.96,943683
2025-01-27,157.56,160.71,154.16,157.03,1289845
2025-01-28,157.18,158.27,157.42,158.11,1028905
2025-01-29,158.54,159.69,157.2,159.2,863379
2025-01-30,168.53,169.09,163.34,167.2,1988311
2025-01-31,166.83,172.4,164.5,168.47,1772598
2025-02-03,169.57,172.34,168.14,170.99,1284471
2025-02-04,172.13,175.34,172.21,173.14,1181816
2025-02-05,172.99,174.82,173.36,174.64,1279254
2025-02-06,172.84,174.6,173.03,173.95,482493
2025-02-07,175.99,180.03,173.58,175.7,850761
2025-02-10,173.7,178.17,171.54,173.97,174973
2025-02-11,174.82,173.48,169.76,173.46,1003537
2025-02-12,173.49,176.5,169.5,172.4,1131746
2025-02-13,172.06,175.37,170.17,172.61,532724
2025-02-14,176.98,181.7,173.79,177.84,1931654
2025-02-17,173.13,175.52,170.17,173.55,1827963
2025-02-18,175.45,177.39,173.37,175.13,1472072
2025-02-19,170.69,173.59,170.36,171.49,1113434
2025-02-20,170.89,173.31,170.46,170.47,1752941
2025-02-21,172.61,173.52,172.63,172.92,348239
2025-02-24,173.27,173.22,171.54,173.09,1601968
2025-02-25,170.48,172.01,168.23,170.7,337159
2025-02-26,168.44,172.12,167.6,169.14,1609000
2025-02-27,172.2,171.53,169.76,170.67,623958
2025-02-28,169.97,171.93,165.35,169.08,1766472
2025-03-03,168.36,173.69,167.08,169.58,1893679
2025-03-04,170.96,170.11,169.03,169.71,382712
2025-03-05,168.27,171.14,165.72,168.31,979083
2025-03-06,174.4,174.95,171.18,173.03,1963876
2025-03-07,175.53,178.27,172.68,174.48,1018474
2025-03-10,169.67,170.67,166.46,169.92,1740740
2025-03-11,168.73,173.31,167.64,170.36,1218589
2025-03-12,168.15,172.47,166.12,168.93,813126
2025-03-13,170.97,174.86,166.67,170.83,642988
2025-03-14,169.55,171.99,164.97,169.1,486123
2025-03-17,168.06,170.98,168.17,168.88,1547416
2025-03-18,168.79,172.65,166.93,170.02,834426
2025-03-19,173.11,175.7,169.89,171.96,1071423
2025-03-20,170.95,171.73,166.34,169.31,1035418
2025-03-21,168.7,168.74,168.36,168.61,1196830
2025-03-24,166.5,171.5,164.5,167.6,1744596
2025-03-25,165.44,169.06,163.83,166.2,1963404
2025-03-26,168.41,172.93,169.51,170.05,874409
2025-03-27,172.39,171.89,170.29,170.97,1672285
2025-03-28,166.91,170.97,164.78,168.2,1552602
2025-03-31,170.5,171.92,169.4,170.24,1189705
2025-04-01,174.17,177.81,172.59,174.96,1916489
2025-04-02,177.53,177.81,175.05,177.34,480901
2025-04-03,174.4,176.73,170.1,173.87,307601
2025-04-04,173.95,177.13,168.84,172.81,1722527
2025-04-07,174.66,175.9,174.5,175.69,934384
2025-04-08,172.4,178.35,171.91,174.1,1709240
2025-04-09,173.87,176.92,172.67,175.14,1796871
2025-04-10,178.35,180.78,175.73,176.93,218669
2025-04-11,176.14,178.25,173.81,174.83,1778583
2025-04-14,175.07,177.21,171.06,174.73,951806
2025-04-15,167.74,170.49,165.77,167.4,1069821
2025-04-16,165.75,168.83,161.63,165.2,1290525
2025-04-17,163.62,166.35,163.67,164.69,1860126
2025-04-18,163.39,163.37,160.66,162.05,136320
2025-04-21,165.24,168.27,165.33,165.51,1006002
2025-04-22,162.09,165.75,158.69,162.47,1406671
2025-04-23,161.63,164.65,157.76,161.57,1473143
2025-04-24,160.4,165.1,158.97,161.87,1415811
2025-04-25,163.83,166.73,161.89,164.93,355426
2025-04-28,162.65,165.19,158.83,161.88,668851
2025-04-29,162.99,164.85,163.97,164.36,781559
2025-04-30,164.75,166.65,161.33,164.41,1628430
2025-05-01,161.51,162.36,159.39,162.34,629643
2025-05-02,162.99,164.68,162.37,163.35,500339
2025-05-05,163.11,165.3,161.55,163.8,1919151
2025-05-06,162.08,164.16,161.64,162.55,116840
2025-05-07,163.44,165.56,158.93,162.73,1995859
2025-05-08,161.28,163.51,159.87,161.94,1385960
2025-05-09,162.43,164.03,158.29,162.21,1674091
2025-05-12,163.56,164.61,159.81,163.64,659776
2025-05-13,167.59,168.6,166.65,167.04,127199
2025-05-14,165.82,165.31,160.84,164.38,1501952
2025-05-15,169.76,169.28,166.99,168.97,1684874
2025-05-16,163.77,167.19,162.29,164.71,1506904
2025-05-19,162.88,167.17,161.74,164.42,371415
2025-05-20,164.91,168.27,165.29,165.7,1531513
2025-05-21,166.66,168.27,162.27,166.34,1560953
2025-05-22,163.54,166.59,163.63,165.02,1351226
2025-05-23,164.59,168.15,164.45,164.6,1555620
2025-05-26,163.9,165.7,161.78,163.58,1707250
2025-05-27,161.82,164.3,162.1,162.36,1265847
2025-05-28,165.07,164.29,160.29,164.18,268348
2025-05-29,163.67,166.38,162.57,164.97,1026492
2025-05-30,162.12,165.06,160.49,163.51,247533
2025-06-02,166.21,167.1,164.34,165.45,874331
2025-06-03,166.14,168.56,166.07,166.15,873502
2025-06-04,168.56,170.17,164.81,167.93,225418
2025-06-05,169.12,171.91,167.88,169.34,762759
2025-06-06,166.69,170.74,164.18,167.54,310896
2025-06-09,167.41,169.73,164.54,166.35,1635646
2025-06-10,169.01,171.02,165.75,168.0,1900607
2025-06-11,170.02,173.41,169.24,169.36,237401
2025-06-12,168.58,169.43,167.69,169.35,1914718
2025-06-13,169.94,170.46,166.87,169.63,1092895
2025-06-16,172.0,172.51,168.66,172.48,669174
2025-06-17,169.79,173.96,167.56,171.19,246037
2025-06-18,173.88,176.31,169.1,172.44,1051186
2025-06-19,170.76,173.06,168.79,172.01,1609579
2025-06-20,173.1,175.54,170.92,171.56,1443464
2025-06-23,173.85,174.3,172.13,174.04,195429
2025-06-24,174.83,180.05,173.84,175.94,238513
2025-06-25,177.98,179.39,173.89,177.83,865459
2025-06-26,182.23,181.34,180.25,180.88,661051
2025-06-27,181.8,183.16,179.71,180.96,541530
2025-06-30,183.72,183.77,178.34,182.6,633908
2025-07-01,182.47,183.19,180.56,181.89,1626617
2025-07-02,183.39,184.09,180.61,182.69,1865533
2025-07-03,183.69,186.08,178.23,182.42,869695
2025-07-04,181.77,185.14,180.21,182.68,1821610
2025-07-07,184.09,185.56,181.76,184.13,710841
2025-07-08,181.18,184.98,178.4,182.2,1005230
2025-07-09,189.02,190.54,186.94,187.19,529455
2025-07-10,186.42,186.04,184.09,184.78,1316904
2025-07-11,180.21,183.77,180.38,181.89,1960064
2025-07-14,185.42,185.22,182.18,184.66,1246636
2025-07-15,188.19,187.45,183.86,186.6,779846
2025-07-16,186.95,191.35,186.51,188.15,1330853
2025-07-17,189.98,190.58,187.56,189.72,333549
2025-07-18,191.3,192.21,185.27,189.72,1788452
2025-07-21,185.79,190.86,185.25,187.54,1055859
2025-07-22,188.5,188.26,186.85,187.76,953764
2025-07-23,185.39,188.78,183.62,186.14,1213143
2025-07-24,190.13,189.74,184.06,188.53,1287089
2025-07-25,189.98,192.74,187.2,188.21,236374
2025-07-28,187.87,188.47,182.5,186.22,1396972
2025-07-29,185.38,189.22,182.04,185.48,559670
2025-07-30,187.86,189.08,182.62,186.51,1456510
2025-07-31,186.45,185.37,182.07,185.17,1662816
2025-08-01,182.57,186.13,182.12,183.23,1627521
2025-08-04,185.05,188.21,181.63,183.84,1149751
2025-08-05,182.75,187.23,180.79,184.46,1088322
2025-08-06,183.63,187.03,182.72,183.28,371464
2025-08-07,181.21,186.22,181.64,182.19,1573157
2025-08-08,181.38,183.81,182.18,182.77,615677
2025-08-11,177.84,180.31,175.95,179.36,1043721
2025-08-12,176.8,178.8,173.69,176.11,640120
2025-08-13,173.94,176.29,174.43,174.5,354273
2025-08-14,174.83,177.7,173.06,174.05,1296159
2025-08-15,173.26,178.71,170.53,174.78,203230
2025-08-18,177.5,179.73,174.0,178.16,1522425
2025-08-19,180.32,181.25,177.77,180.18,703414
2025-08-20,180.89,183.35,179.43,179.84,100255
2025-08-21,179.18,181.07,177.76,179.83,1071145
2025-08-22,177.97,181.17,175.29,177.52,189018
2025-08-25,178.88,179.39,173.54,177.51,624722
2025-08-26,177.28,179.82,175.35,176.87,1443255
2025-08-27,176.7,178.07,176.86,177.65,219110
2025-08-28,174.1,178.51,173.05,175.77,1694743
2025-08-29,178.3,178.99,176.0,176.99,107257
2025-09-01,178.81,183.19,180.38,180.54,568965
2025-09-02,181.67,181.08,176.73,180.32,1507717
2025-09-03,181.4,184.64,179.14,181.3,700913
2025-09-04,184.57,186.91,179.7,182.96,293595
2025-09-05,183.12,183.02,181.09,182.03,784444
2025-09-08,184.42,183.04,180.67,182.6,613747
2025-09-09,182.11,182.77,180.99,182.66,1701152
2025-09-10,183.9,185.86,182.0,182.92,695361
2025-09-11,180.76,183.87,178.38,181.12,1598971
2025-09-12,181.14,183.69,180.83,181.21,1794557
2025-09-15,182.89,183.48,180.29,182.42,924253
2025-09-16,187.28,187.71,181.98,185.89,1828891
2025-09-17,190.06,191.04,186.81,188.24,816904
2025-09-18,194.58,195.94,192.54,193.54,1931748
2025-09-19,191.33,196.38,188.38,191.65,269650
2025-09-22,193.56,194.52,193.17,193.86,1405336
2025-09-23,195.27,197.73,193.89,194.35,1038246
2025-09-24,198.88,201.94,196.31,199.92,836532
2025-09-25,196.32,199.98,197.78,197.86,1302152
2025-09-26,195.16,199.24,191.53,195.73,1437328
2025-09-29,193.41,197.6,190.36,194.24,108290
2025-09-30,188.14,193.59,185.06,188.91,417210
2025-10-01,186.66,188.26,187.16,187.66,1454787
2025-10-02,184.14,186.32,184.23,185.84,1366132
2025-10-03,184.44,189.61,182.29,186.24,1935490
2025-10-06,188.93,189.81,184.48,187.1,1545971
2025-10-07,191.41,193.0,189.85,191.69,1906468
2025-10-08,193.65,194.49,189.65,194.1,1434826
2025-10-09,193.37,193.09,192.11,192.68,666299
2025-10-10,189.39,194.72,189.52,190.46,300193
2025-10-13,193.44,192.63,189.34,191.71,1585465
2025-10-14,189.54,189.98,188.31,188.46,1323883
2025-10-15,191.4,194.07,190.17,192.98,191553
2025-10-16,195.65,197.71,195.89,195.97,784095
2025-10-17,196.29,195.15,193.19,194.81,1917919
2025-10-20,192.2,192.98,188.77,190.51,1050762
2025-10-21,193.76,194.22,189.85,193.89,922185
2025-10-22,194.08,197.51,193.07,193.64,969629
2025-10-23,195.48,197.94,193.97,196.79,496877
2025-10-24,194.64,195.35,188.71,192.75,800543
2025-10-27,190.25,195.49,186.56,191.28,802645
2025-10-28,193.02,194.44,189.22,191.33,199474
2025-10-29,192.05,194.03,189.22,191.48,1558378
2025-10-30,190.8,191.93,189.05,190.39,891358
2025-10-31,192.02,193.57,191.44,191.97,1662141
2025-11-03,188.32,192.51,184.98,189.34,1715661
2025-11-04,187.8,193.72,187.75,189.02,502788
2025-11-05,188.29,192.48,185.5,189.35,1348971
2025-11-06,189.45,193.31,189.97,190.65,997335
2025-11-07,193.53,195.97,191.58,192.45,1772297
2025-11-10,189.1,191.88,187.49,189.67,509907
2025-11-11,184.28,186.2,184.57,185.92,1387845
2025-11-12,190.82,191.71,185.81,189.05,1254729
2025-11-13,191.36,194.45,187.39,189.9,661072
2025-11-14,189.69,188.9,187.24,188.08,359541
2025-11-17,193.81,195.22,189.32,191.91,1338115
2025-11-18,190.98,193.2,189.14,192.23,1503335
2025-11-19,194.8,197.82,192.74,195.21,699691
2025-11-20,196.43,195.89,194.58,195.42,1325181
2025-11-21,201.48,202.95,197.35,200.69,850748
2025-11-24,203.89,209.19,201.07,205.31,1455093
2025-11-25,205.97,206.46,203.21,204.68,478509
2025-11-26,206.16,210.75,206.4,207.3,1791408
2025-11-27,207.93,213.24,204.38,209.08,646078
2025-11-28,213.0,217.77,208.8,212.84,798793
2025-12-01,210.59,211.43,205.69,210.2,210374
2025-12-02,212.46,214.24,208.66,212.12,311873
2025-12-03,213.31,215.89,212.11,215.07,1080137
2025-12-04,211.78,215.41,208.87,210.19,608426
2025-12-05,206.03,211.8,205.19,207.0,1687412
2025-12-08,200.06,204.27,199.64,201.55,127917
2025-12-09,202.44,205.11,197.63,200.88,820278
2025-12-10,204.64,205.43,201.99,202.79,740956
2025-12-11,208.29,210.01,204.06,206.79,136722
2025-12-12,208.3,207.48,206.91,207.02,336299
2025-12-15,212.1,215.43,209.51,211.44,885921
2025-12-16,207.9,208.35,203.15,207.69,1036442
2025-12-17,201.45,207.32,201.49,203.13,868150
2025-12-18,202.65,206.99,199.59,203.02,1108781
2025-12-19,203.55,207.69,202.47,204.07,1230750
2025-12-22,203.04,204.2,199.27,204.02,118855
2025-12-23,199.46,200.07,194.47,198.57,981780
2025-12-24,198.35,199.67,197.65,198.37,1930648
2025-12-25,193.42,196.81,191.28,195.05,1086161
2025-12-26,195.68,197.21,195.98,196.78,1387330
2025-12-29,198.47,202.38,194.19,197.75,692541
2025-12-30,193.71,198.07,193.63,195.37,1570583
2025-12-31,195.46,195.58,192.62,194.1,1568550
2026-01-01,191.44,193.36,189.13,191.46,1090462
2026-01-02,191.27,193.48,188.02,191.34,1954426
2026-01-05,194.11,196.66,189.94,193.75,338545
2026-01-06,192.55,193.78,186.69,191.31,132200
2026-01-07,192.0,197.02,189.24,192.59,1563300
2026-01-08,191.98,193.68,189.64,191.3,1633595
2026-01-09,189.61,194.06,189.07,189.36,328393
2026-01-12,188.25,193.16,188.52,189.13,604607
2026-01-13,188.03,187.59,185.53,186.62,133349
2026-01-14,186.41,189.62,184.33,185.31,657286
2026-01-15,183.04,182.99,180.93,182.46,1568969
2026-01-16,188.46,190.97,183.69,187.15,1084125
2026-01-19,188.65,189.05,186.84,187.27,761381
2026-01-20,186.37,189.67,184.07,185.6,806304
2026-01-21,187.4,190.19,184.1,186.15,102571
2026-01-22,186.64,189.66,181.78,185.91,669621
2026-01-23,186.08,189.07,182.85,185.41,1328271
2026-01-26,187.37,188.35,184.41,186.93,1950969
2026-01-27,189.75,189.18,188.16,188.8,1709415
2026-01-28,186.25,189.42,185.4,187.53,144830
2026-01-29,187.58,186.97,183.28,186.16,1807265
2026-01-30,186.91,188.75,185.42,185.53,1588076
2026-02-02,178.32,181.57,176.01,180.01,1582714
2026-02-03,177.65,180.8,173.95,176.5,970191
2026-02-04,178.34,182.55,175.37,179.67,856210
2026-02-05,182.93,187.31,182.35,183.54,675539
2026-02-06,183.87,183.59,182.61,182.98,224820
2026-02-09,183.14,188.36,181.07,184.39,533647
2026-02-10,186.34,189.43,184.5,185.16,568546
2026-02-11,193.89,194.96,189.2,192.61,1019746
2026-02-12,195.48,198.41,195.01,195.45,1520144
2026-02-13,193.23,198.89,193.96,195.16,1000238
2026-02-16,191.95,193.61,191.83,192.77,209904
2026-02-17,189.22,191.15,184.15,188.78,1919800
2026-02-18,191.13,191.2,189.13,189.31,1891176
2026-02-19,187.97,188.17,186.2,187.48,1591860
2026-02-20,183.17,185.74,180.85,184.05,1983523
2026-02-23,183.03,182.85,181.76,182.54,1134516
2026-02-24,180.14,180.12,176.77,180.0,1929259
2026-02-25,185.01,184.6,183.39,183.98,243649
2026-02-26,184.67,190.61,182.0,186.13,794793
2026-02-27,187.11,188.7,184.76,186.14,528224
2026-03-02,189.91,194.33,187.57,189.75,472082
2026-03-03,191.74,192.03,185.69,189.98,367525
2026-03-04,187.3,189.35,184.33,187.89,1282585
2026-03-05,192.15,194.06,186.91,191.64,1584511
2026-03-06,194.69,195.14,190.46,193.02,1198766
2026-03-09,188.94,190.95,187.12,190.45,379229
2026-03-10,191.67,193.05,188.1,190.01,1641135
2026-03-11,188.59,188.89,184.58,187.88,1308313
2026-03-12,182.94,187.4,181.31,184.54,837514
2026-03-13,186.06,189.84,185.6,186.8,1380847
2026-03-16,192.27,192.2,186.91,191.47,593819
2026-03-17,186.39,188.31,187.56,188.02,755865
2026-03-18,189.74,193.13,188.73,189.43,1843223
2026-03-19,187.28,190.02,186.3,187.86,651958
2026-03-20,187.15,186.97,184.8,186.7,992977
2026-03-23,183.62,189.91,184.8,185.3,1791268
2026-03-24,184.61,183.51,179.52,183.25,1444670
2026-03-25,185.14,186.59,179.18,183.4,218186
2026-03-26,183.15,185.91,178.0,181.45,379875
2026-03-27,183.03,183.21,181.18,182.12,114899
2026-03-30,180.69,182.69,177.65,182.04,1298751
2026-03-31,182.44,182.05,179.61,181.5,950579
2026-04-01,177.69,180.76,179.38,179.4,355122
2026-04-02,176.38,178.53,177.44,178.08,1920074
2026-04-03,179.23,182.97,177.71,179.86,1106353
2026-04-06,181.03,181.35,176.83,181.07,559597
2026-04-07,179.77,181.08,178.05,178.8,1051146
2026-04-08,179.72,183.52,177.26,179.06,1391278
2026-04-09,180.64,184.52,176.84,180.84,244854
2026-04-10,176.15,179.67,172.94,176.95,621937
